"GCM","scenario","proj.year","Freq.BWBSpp","Freq.MSabN","Freq.ESSFabE","Freq.ESSFabS","Freq.MSdc1","Freq.MSdc2","Freq.ESSFmww","Freq.MSdc3","Freq.ESSFxv2","Freq.MHunp","Freq.ESSFxv1","Freq.ESSFxcw","Freq.IDFxc","Freq.ESSFwc4","Freq.IDFww","Freq.ICHmw3","Freq.ICHmw4","Freq.BGxh1","Freq.ICHmw5","Freq.BGxh2","Freq.BGxh3","Freq.ICHmw1","Freq.ESSFdcp","Freq.ESSFdkw","Freq.IDFxm","Freq.CWHmm1","Freq.MSdm2","Freq.CWHmm2","Freq.IDFxk","Freq.ESSFdkp","Freq.MSdm1","Freq.CWHwh2","Freq.ESSFdv2","Freq.ICHmc1a","Freq.ESSFdv1","Freq.SBSwk3a","Freq.ESSFdcw","Freq.ESSFwm2","Freq.IDFxw","Freq.ESSFwm3","Freq.ESSFwm4","Freq.ICHwk2","Freq.ICHwk3","Freq.ESSFwm1","Freq.ICHwk4","Freq.MSmw1","Freq.MSmw2","Freq.ESSFxvp","Freq.PPxh3","Freq.SBPSmc","Freq.PPxh1","Freq.PPxh2","Freq.IMAunp","Freq.ESSFxvw","Freq.ICHdk","Freq.MHun","Freq.IDFdk5","Freq.ESSFdvw","Freq.IDFdk2","Freq.CWHds2","Freq.CWHvh1","Freq.CWHvh3","Freq.ESSFvcp","Freq.SWBvks","Freq.CWHds1","Freq.ESSFdvp","Freq.ESSFwmw","Freq.CWHws1","Freq.ICHdm","Freq.ESSFmm1","Freq.ESSFmkp","Freq.ESSFmm2","Freq.ESSFwmp","Freq.ESSFmm3","Freq.BWBSvk","Freq.MHwh1","Freq.ICHmk1","Freq.ICHvk2","Freq.ICHmk2","Freq.ESSFvcw","Freq.ESSFwvp","Freq.ICHmm","Freq.ICHvk1","Freq.ICHdw4","Freq.ESSFmcp","Freq.ICHdw1","Freq.ESSFwh1","Freq.ICHvc","Freq.ESSFwh2","Freq.ESSFwh3","Freq.ICHdw3","Freq.SBSdh1","Freq.ESSFmk","Freq.ICHmk3","Freq.SBSdh2","Freq.ICHmk4","Freq.ICHmk5","Freq.ICHmc2","Freq.ESSFmv1","Freq.ESSFmh","Freq.BAFAunp","Freq.ESSFmw1","Freq.ICHxwa","Freq.MHwh","Freq.IDFdm1","Freq.IDFdm2","Freq.ESSFmw","Freq.ESSFxc1","Freq.ESSFxc2","Freq.ESSFvc","Freq.ESSFmmw","Freq.IDFdc","Freq.ICHwc","Freq.ESSFmw2","Freq.MHwhp","Freq.CMAwh","Freq.IDFdw","Freq.SWBvk","Freq.IDFmw1","Freq.IDFmw2","Freq.ESSFxc3","Freq.MSxk1","Freq.SBSmk2","Freq.MSxk2","Freq.BWBSwk1","Freq.MSdk","Freq.MSxk3","Freq.BWBSwk3","Freq.CDFmm","Freq.IDFxh1","Freq.SBSmm","Freq.ESSFdc1","Freq.ESSFdc2","Freq.SBSmh","Freq.CWHms2","Freq.MSdv","Freq.MSdw","Freq.SBSmc1","Freq.SBSun","Freq.ESSFdk1","Freq.ICHxw","Freq.ESSFmwp","Freq.SBSmc3","Freq.IDFww1","Freq.IDFxx2","Freq.ESSFxcp","Freq.BGxw1","Freq.IDFxh4","Freq.BGxw2","Freq.SBSmw","Freq.CWHwm","Freq.ESSFxh_WA","Freq.ESSFxw_OR","Freq.CWHmh_OR","Freq.CWHms_WA","Freq.BGdw_OR","Freq.IDFdh_MT","Freq.IMAun_WA","Freq.ESSFxx_WY","Freq.CWFwm_OR","Freq.MSxk_WA","Freq.MHms_WA","Freq.IMAun_MT","Freq.MHds_WA","Freq.ICHmh_MT","Freq.PPxx_OR","Freq.ESSFdh_WA","Freq.IMAun_UT","Freq.CMAun_WA","Freq.CWHvh_WA","Freq.IDFdm_WA","Freq.CWHxm_OR","Freq.MHRFdm_OR","Freq.JPWmk_WY","Freq.CWHds_WA","Freq.IMAun_ID","Freq.CWHms_OR","Freq.ESSFdk_MT","Freq.MHdm_OR","Freq.IMAun_OR","Freq.ESSFmw_WA","Freq.CMAun_OR","Freq.ESSFxc_WA","Freq.MHds_OR","Freq.MDCHun_NV","Freq.IDFdk_WA","Freq.ICHxw_WA","Freq.IDFxx_WA","Freq.IDFxx1","Freq.IDFxx_MT","Freq.MSdm_WA","Freq.MSxx_NV","Freq.MSxh_OR","Freq.BGmw_OR","Freq.MHRFmm_OR","Freq.IWFxm_CA","Freq.ICHmw_MT","Freq.ESSFwh_MT","Freq.BAFAun","Freq.BGdh_OR","Freq.BGdw_WA","Freq.BGmk_MT","Freq.BGmk_NV","Freq.BGmm_MT","Freq.BGmw_WA","Freq.BGwm_WA","Freq.BGxh_WA","Freq.BGxx_WY","Freq.BSJPap","Freq.BSJPku","Freq.BSJPpa","Freq.BWBScmC","Freq.BWBScmE","Freq.BWBScmNW","Freq.BWBScmW","Freq.BWBSdk","Freq.BWBSdmN","Freq.BWBSdmS","Freq.BWBSlbE","Freq.BWBSlbN","Freq.BWBSlbW","Freq.BWBSlf","Freq.BWBSmk","Freq.BWBSmw","Freq.BWBSnm","Freq.BWBSub","Freq.BWBSuf","Freq.BWBSwk2","Freq.CCHun_CA","Freq.CDFmm_OR","Freq.CDFxm_CA","Freq.CMAun","Freq.CMAun_CA","Freq.CMAunp","Freq.CMXdm_OR","Freq.CMXwm_OR","Freq.CMXxm_CA","Freq.CRFdh_CA","Freq.CVGdm_CA","Freq.CWFds_CA","Freq.CWFmm_OR","Freq.CWHdm","Freq.CWHdm_OR","Freq.CWHdm_WA","Freq.CWHms1","Freq.CWHvh2","Freq.CWHvm_OR","Freq.CWHvm_WA","Freq.CWHvm1","Freq.CWHvm2","Freq.CWHwh_WA","Freq.CWHwh1","Freq.CWHws2","Freq.CWHxm_WA","Freq.CWHxm1","Freq.CWHxm2","Freq.ESSFabC","Freq.ESSFabN","Freq.ESSFdk2","Freq.ESSFdm_ID","Freq.ESSFmc","Freq.ESSFmmp","Freq.ESSFmv2","Freq.ESSFmv3","Freq.ESSFmv4","Freq.ESSFmvp","Freq.ESSFun","Freq.ESSFunp","Freq.ESSFvh_ID","Freq.ESSFwc2","Freq.ESSFwc3","Freq.ESSFwcp","Freq.ESSFwcw","Freq.ESSFwk1","Freq.ESSFwk2","Freq.ESSFwm_MT","Freq.ESSFwv","Freq.ESSFxc_CO","Freq.ESSFxk_MT","Freq.ESSFxk_UT","Freq.ESSFxk_WY","Freq.FGff","Freq.FGnf","Freq.GBDdw_UT","Freq.GBDxh_NV","Freq.GBDxx_UT","Freq.GOun_CO","Freq.ICHdh_ID","Freq.ICHdw_ID","Freq.ICHmc1","Freq.ICHmw2","Freq.ICHvk_ID","Freq.ICHwk1","Freq.IDFdh_UT","Freq.IDFdh_WA","Freq.IDFdk_MT","Freq.IDFdk1","Freq.IDFdk3","Freq.IDFdk4","Freq.IDFdkx_MT","Freq.IDFdm_MT","Freq.IDFdx_MT","Freq.IDFdxx_WY","Freq.IDFxh_ID","Freq.IDFxh_WA","Freq.IDFxh2","Freq.IDFxm_CO","Freq.IGFdk_WA","Freq.IGFdw_OR","Freq.IGFmh_OR","Freq.IGFmm_OR","Freq.IGFxm_OR","Freq.IMAab","Freq.IMAun","Freq.IMAun_CO","Freq.IMAun_WY","Freq.IWFdm_CO","Freq.IWFdw_OR","Freq.IWFxk_NV","Freq.JPWdm_WY","Freq.JPWdw_UT","Freq.JPWwm_CO","Freq.JPWxh_CA","Freq.JPWxw_NV","Freq.MGPdm","Freq.MGPmg","Freq.MGPmw_MT","Freq.MHmm_WA","Freq.MHmm1","Freq.MHmm2","Freq.MHmmp","Freq.MHRFds_CA","Freq.MSabS","Freq.MSdh_MT","Freq.MSdh_UT","Freq.MSdh_WY","Freq.MSdk_CO","Freq.MSdw_MT","Freq.MSmm_ID","Freq.MSSDun_NV","Freq.MSxm_CO","Freq.MSxv","Freq.OWun_CA","Freq.PPmx_WY","Freq.PPxh_CO","Freq.PPxh_WA","Freq.PPxk_OR","Freq.PPxm_OR","Freq.PPxw_MT","Freq.PPxw_WY","Freq.SASbo","Freq.SBAPcp","Freq.SBAPfp","Freq.SBPSdc","Freq.SBPSmk","Freq.SBPSxc","Freq.SBSdk","Freq.SBSdw1","Freq.SBSdw2","Freq.SBSdw3","Freq.SBSmc2","Freq.SBSmk1","Freq.SBSvk","Freq.SBSwk1","Freq.SBSwk2","Freq.SBSwk3","Freq.SGPdm_CO","Freq.SWBmk","Freq.SWBmks","Freq.SWBun","Freq.SWBuns","Freq.WJPxm_OR"
"ACCESS-ESM1-5","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCC-CSM2-MR","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,80,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNRM-ESM2-1","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,310,67,0,3,0,0,0,0,123,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,83,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,61,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC-Earth3","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GFDL-ESM4","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,495,460,0,286,0,0,0,0,214,0,0,0,0,0,58,0,0,0,0,0,0,5,4,0,56,302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,35,0,2,0,0,0,9,0,0,0,1,0,0,26,0,0,19,0,0,1572,20,0,0,65,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,2,0,0,62,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,1,0,0,0,0,0,0,0,267,0,139,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GISS-E2-1-G","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,265,11,0,0,0,0,0,0,127,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,339,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,36,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIROC6","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,55,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPI-ESM1-2-HR","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,533,84,0,16,0,0,0,0,91,0,0,0,0,0,41,0,0,0,0,0,0,0,1,0,4,177,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,1319,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,87,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,0,118,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRI-ESM2-0","ssp245",2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1,0,0,0,0,0,0,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ensemble","ssp245",2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACCESS-ESM1-5","ssp245",2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BCC-CSM2-MR","ssp245",2081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
